,race_id,class,race_name,stakes,going,track_type,time_1,time_2,time_3,split_1,split_2,split_3
0,RACE 2 (343),Class 4 - 1200M - (60-40),ARMADA HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A+3"" Course",(23.65),(45.86),(1:09.48),23.65,22.21,23.62
0,RACE 3 (344),Class 4 - 1600M - (60-40),GIANT TREASURE HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A+3"" Course",(24.29),(47.74),(1:11.36),24.29,23.45,23.62
0,RACE 4 (345),Class 4 - 1400M - (60-40),FELLOWSHIP HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A+3"" Course",(13.59),(34.95),(57.98),13.59,21.36,23.03
0,RACE 5 (346),Group One - 1600M,THE STEWARDS' CUP,"HK$ 10,000,000",GOOD,"TURF - ""A+3"" Course",(24.49),(47.14),(1:10.26),24.49,22.65,23.12
0,RACE 6 (347),Class 3 - 1200M - (80-60),BEAUTY FLASH HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A+3"" Course",(23.88),(46.33),(1:09.32),23.88,22.45,22.99
0,RACE 7 (348),Group One - 1200M,THE CENTENARY SPRINT CUP,"HK$ 10,000,000",GOOD,"TURF - ""A+3"" Course",(24.31),(46.38),(1:08.57),24.31,22.07,22.19
0,RACE 8 (349),Class 3 - 1400M - (80-60),GOOD BA BA HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A+3"" Course",(13.53),(35.37),(58.77),13.53,21.84,23.40
0,RACE 9 (350),Class 2 - 1200M - (100-80),AMBITIOUS DRAGON HANDICAP,"HK$ 2,100,000",GOOD,"TURF - ""A+3"" Course",(23.73),(45.82),(1:08.56),23.73,22.09,22.74
0,RACE 10 (351),Class 3 - 1600M - (80-60),GLORIOUS DAYS HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A+3"" Course",(24.74),(47.42),(1:11.12),24.74,22.68,23.70
0,RACE 1 (333),Class 5 - 1000M - (40-0),MURRAY HANDICAP,"HK$ 725,000",GOOD,"TURF - ""C+3"" Course",(12.67),(34.37),(57.67),12.67,21.70,23.30
0,RACE 2 (334),Class 4 - 1200M - (60-40),CLUB STREET HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C+3"" Course",(23.65),(46.77),(1:09.61),23.65,23.12,22.84
0,RACE 3 (335),Class 4 - 1000M - (60-40),LAMBETH HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C+3"" Course",(12.51),(34.18),(56.87),12.51,21.67,22.69
0,RACE 4 (336),Class 4 - 1650M - (60-40),ICE HOUSE HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C+3"" Course",(27.69),(51.42),(1:15.66),27.69,23.73,24.24
0,RACE 5 (337),Class 3 - 1650M - (80-60),EDINBURGH HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C+3"" Course",(27.89),(51.52),(1:15.55),27.89,23.63,24.03
0,RACE 6 (338),Class 4 - 1200M - (60-40),THE HONG KONG CLUB CHALLENGE CUP (HANDICAP),"HK$ 967,000",GOOD,"TURF - ""C+3"" Course",(23.42),(46.13),(1:09.46),23.42,22.71,23.33
0,RACE 7 (339),Class 3 - 1650M - (80-60),EDINBURGH HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C+3"" Course",(27.74),(51.14),(1:15.41),27.74,23.40,24.27
0,RACE 8 (340),Class 3 - 1000M - (80-60),CONNAUGHT HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C+3"" Course",(12.70),(34.07),(56.31),12.70,21.37,22.24
0,RACE 9 (341),Class 3 - 1200M - (80-60),CHATER HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C+3"" Course",(23.38),(46.27),(1:09.44),23.38,22.89,23.17
0,RACE 1 (323),Class 4 - 1200M - (60-40),CARPENTER HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(23.46),(46.00),(1:09.61),23.46,22.54,23.61
0,RACE 2 (324),Class 5 - 1600M - (40-0),HAU WONG HANDICAP,"HK$ 725,000",GOOD,"TURF - ""A"" Course",(25.52),(48.75),(1:12.35),25.52,23.23,23.60
0,RACE 3 (325),Class 4 - 1200M - (60-40),CARPENTER HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(23.54),(46.07),(1:09.41),23.54,22.53,23.34
0,RACE 4 (326),Class 4 - 1650M - (60-40),NAM KOK HANDICAP,"HK$ 967,000",GOOD,ALL WEATHER TRACK,(28.16),(51.70),(1:15.46),28.16,23.54,23.76
0,RACE 5 (327),Class 3 - 1200M - (80-60),NGA TSIN WAI HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(23.99),(47.14),(1:09.64),23.99,23.15,22.50
0,RACE 6 (328),Class 4 - 1400M - (60-40),SOUTH WALL HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(13.78),(36.04),(59.58),13.78,22.26,23.54
0,RACE 7 (329),Class 4 - 1400M - (60-40),SOUTH WALL HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(13.85),(36.19),(59.78),13.85,22.34,23.59
0,RACE 8 (330),Class 3 - 1650M - (80-60),THE LOK SIN TONG 140TH ANNIVERSARY CUP (HANDICAP),"HK$ 1,450,000",GOOD,ALL WEATHER TRACK,(28.08),(50.73),(1:14.66),28.08,22.65,23.93
0,RACE 9 (331),Class 3 - 1400M - (80-60),TAK KU LING HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(13.29),(34.79),(58.17),13.29,21.50,23.38
0,RACE 10 (332),Class 2 - 1600M - (100-80),LUNG KONG HANDICAP,"HK$ 2,100,000",GOOD,"TURF - ""A"" Course",(24.68),(47.58),(1:11.01),24.68,22.90,23.43
0,RACE 1 (314),Class 4 - 1200M - (60-40),KINGSTON HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(24.10),(47.13),(1:10.00),24.10,23.03,22.87
0,RACE 2 (315),Class 4 - 1200M - (60-40),KINGSTON HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(23.73),(46.41),(1:09.85),23.73,22.68,23.44
0,RACE 3 (316),Class 4 - 1650M - (60-40),PATERSON HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(28.35),(52.95),(1:16.69),28.35,24.60,23.74
0,RACE 4 (317),Class 4 - 1200M - (60-40),KINGSTON HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(23.51),(46.54),(1:10.21),23.51,23.03,23.67
0,RACE 5 (318),Class 4 - 1650M - (60-40),PATERSON HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(27.77),(51.69),(1:16.40),27.77,23.92,24.71
0,RACE 6 (319),Group Three - 1800M,THE JANUARY CUP (HANDICAP),"HK$ 3,250,000",GOOD,"TURF - ""C"" Course",(13.99),(37.56),(1:01.29),13.99,23.57,23.73
0,RACE 7 (320),Class 3 - 1800M - (80-60),GREAT GEORGE HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C"" Course",(13.71),(37.16),(1:00.72),13.71,23.45,23.56
0,RACE 8 (321),Class 3 - 1200M - (80-60),CAUSEWAY HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C"" Course",(23.70),(46.23),(1:09.61),23.70,22.53,23.38
0,RACE 9 (322),Class 3 - 1200M - (80-60),CAUSEWAY HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C"" Course",(23.54),(46.88),(1:10.09),23.54,23.34,23.21
0,RACE 1 (304),Class 4 - 1000M - (60-35),YUN PING HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C+3"" Course",(13.24),(34.32),(57.00),13.24,21.08,22.68
0,RACE 2 (305),Class 5 - 1200M - (40-0),VENTRIS HANDICAP,"HK$ 725,000",GOOD,ALL WEATHER TRACK,(23.79),(46.24),(1:09.96),23.79,22.45,23.72
0,RACE 3 (306),Class 3 - 1000M - (80-60),SUNNING HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C+3"" Course",(13.20),(33.71),(56.44),13.20,20.51,22.73
0,RACE 4 (307),Class 5 - 1400M - (40-0),SUN WUI HANDICAP,"HK$ 725,000",GOOD,"TURF - ""C+3"" Course",(13.76),(35.63),(59.58),13.76,21.87,23.95
0,RACE 5 (308),Class 4 - 1200M - (60-40),LINK HANDICAP,"HK$ 967,000",GOOD,ALL WEATHER TRACK,(23.35),(46.05),(1:09.62),23.35,22.70,23.57
0,RACE 6 (309),Class 4 - 1800M - (60-40),LEIGHTON HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C+3"" Course",(14.07),(37.49),(1:01.03),14.07,23.42,23.54
0,RACE 7 (310),Class 3 - 1200M - (85-60),HOI PING HANDICAP,"HK$ 1,450,000",GOOD,ALL WEATHER TRACK,(23.59),(46.05),(1:09.09),23.59,22.46,23.04
0,RACE 8 (311),Class 3 - 1400M - (80-60),THE PO LEUNG KUK CUP (HANDICAP),"HK$ 1,450,000",GOOD,"TURF - ""C+3"" Course",(13.28),(35.99),(59.62),13.28,22.71,23.63
0,RACE 9 (312),Class 2 - 1800M - (100-80),CAROLINE HILL HANDICAP,"HK$ 2,100,000",GOOD,"TURF - ""C+3"" Course",(13.71),(35.60),(1:00.37),13.71,21.89,24.77
0,RACE 10 (313),Class 2 - 1400M - (100-80),BROADWOOD HANDICAP,"HK$ 2,100,000",GOOD,"TURF - ""C+3"" Course",(13.43),(34.96),(58.42),13.43,21.53,23.46
0,RACE 1 (294),Class 4 - 1200M - (60-40),PALM HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(23.88),(46.41),(1:10.12),23.88,22.53,23.71
0,RACE 2 (295),Class 5 - 1800M - (40-0),YEW HANDICAP,"HK$ 725,000",GOOD,"TURF - ""C"" Course",(14.15),(36.91),(1:00.81),14.15,22.76,23.90
0,RACE 3 (296),Class 3 - 1200M - (80-60),CHINESE BANYAN HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C"" Course",(24.06),(46.76),(1:09.74),24.06,22.70,22.98
0,RACE 4 (297),Class 4 - 1600M - (60-40),WILLOW HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(24.62),(47.74),(1:11.94),24.62,23.12,24.20
0,RACE 5 (298),Class 4 - 1400M - (60-40),POPLAR HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(13.63),(35.19),(58.72),13.63,21.56,23.53
0,RACE 6 (299),Class 2 - 1000M - (100-80),CHERRY HANDICAP,"HK$ 2,100,000",GOOD,"TURF - ""C"" Course",(13.01),(33.24),(55.97),13.01,20.23,22.73
0,RACE 7 (300),Group Three - 1400M,THE CHINESE CLUB CHALLENGE CUP (HANDICAP),"HK$ 3,250,000",GOOD,"TURF - ""C"" Course",(13.49),(35.25),(58.00),13.49,21.76,22.75
0,RACE 8 (301),Class 3 - 1200M - (80-60),CHINESE BANYAN HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C"" Course",(24.04),(46.55),(1:09.17),24.04,22.51,22.62
0,RACE 9 (302),Class 3 - 1400M - (80-60),COTTON TREE HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C"" Course",(13.45),(35.12),(58.38),13.45,21.67,23.26
0,RACE 10 (303),Class 3 - 1600M - (80-60),FLAME TREE HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C"" Course",(24.66),(47.97),(1:11.71),24.66,23.31,23.74
0,RACE 1 (284),Restricted Race - 1400M,THE GRIFFIN TROPHY,"HK$ 2,000,000",GOOD,"TURF - ""B+2"" Course",(13.60),(35.71),(59.34),13.60,22.11,23.63
0,RACE 2 (285),Class 5 - 1650M - (40-0),WONG YI CHAU HANDICAP,"HK$ 725,000",WET SLOW,ALL WEATHER TRACK,(28.24),(51.69),(1:16.23),28.24,23.45,24.54
0,RACE 3 (286),Class 4 - 1200M - (60-40),TAI LONG TSUI HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B+2"" Course",(24.24),(46.89),(1:10.59),24.24,22.65,23.70
0,RACE 4 (287),Class 4 - 1650M - (60-40),WONG SHEK HANDICAP,"HK$ 967,000",WET SLOW,ALL WEATHER TRACK,(27.75),(50.70),(1:14.76),27.75,22.95,24.06
0,RACE 5 (288),Class 3 - 1200M - (80-60),LONG KE HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B+2"" Course",(23.73),(45.98),(1:09.72),23.73,22.25,23.74
0,RACE 6 (289),Class 4 - 1400M - (60-40),TAI TAN HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B+2"" Course",(13.46),(34.83),(57.87),13.46,21.37,23.04
0,RACE 7 (290),Group Three - 1000M,THE BAUHINIA SPRINT TROPHY (HANDICAP),"HK$ 3,250,000",GOOD,"TURF - ""B+2"" Course",(13.31),(33.76),(55.71),13.31,20.45,21.95
0,RACE 8 (291),Class 3 - 1400M - (80-60),LUK WU HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B+2"" Course",(13.74),(35.33),(58.87),13.74,21.59,23.54
0,RACE 9 (292),Class 2 - 1650M - (105-80),CHEK KENG HANDICAP,"HK$ 2,100,000",WET SLOW,ALL WEATHER TRACK,(27.66),(50.76),(1:14.50),27.66,23.10,23.74
0,RACE 10 (293),Class 3 - 1650M - (80-60),PAK TAM CHUNG HANDICAP,"HK$ 1,450,000",WET SLOW,ALL WEATHER TRACK,(29.12),(52.72),(1:15.98),29.12,23.60,23.26
0,RACE 1 (275),Class 5 - 1200M - (40-0),YAU KOM TAU HANDICAP,"HK$ 725,000",GOOD,"TURF - ""A"" Course",(23.88),(46.81),(1:10.35),23.88,22.93,23.54
0,RACE 2 (276),Class 3 - 2200M - (80-60),SHAM TSENG HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(14.45),(37.77),(1:02.57),14.45,23.32,24.80
0,RACE 3 (277),Class 4 - 1650M - (60-40),TSING YI HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(28.31),(52.93),(1:16.47),28.31,24.62,23.54
0,RACE 4 (278),Class 4 - 1650M - (60-40),TSING YI HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(27.41),(51.89),(1:16.32),27.41,24.48,24.43
0,RACE 5 (279),Class 4 - 1200M - (60-40),TSING LUNG TAU HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(23.42),(46.32),(1:10.28),23.42,22.90,23.96
0,RACE 6 (280),Class 4 - 1000M - (60-40),TING KAU HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(12.70),(34.09),(57.28),12.70,21.39,23.19
0,RACE 7 (281),Class 3 - 1650M - (80-60),MA WAN HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(28.03),(52.71),(1:16.30),28.03,24.68,23.59
0,RACE 8 (282),Class 2 - 1650M - (100-80),CHAI WAN KOK HANDICAP,"HK$ 2,100,000",GOOD,"TURF - ""A"" Course",(27.89),(51.57),(1:16.02),27.89,23.68,24.45
0,RACE 9 (283),Class 3 - 1200M - (80-60),KAP SHUI MUN HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(23.32),(45.47),(1:09.49),23.32,22.15,24.02
0,RACE 1 (265),Class 5 - 1600M - (40-0),JOCKEY CLUB ROAD HANDICAP,"HK$ 725,000",GOOD,"TURF - ""A+3"" Course",(24.79),(47.55),(1:11.96),24.79,22.76,24.41
0,RACE 2 (266),Class 4 - 1200M - (60-40),HO SHEUNG HEUNG HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A+3"" Course",(23.84),(46.73),(1:10.08),23.84,22.89,23.35
0,RACE 3 (267),Class 5 - 1200M - (40-0),NG TUNG RIVER HANDICAP,"HK$ 725,000",GOOD,"TURF - ""A+3"" Course",(23.81),(46.87),(1:10.56),23.81,23.06,23.69
0,RACE 4 (268),Class 4 - 1400M - (60-40),KAM TSIN HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A+3"" Course",(13.48),(35.70),(59.32),13.48,22.22,23.62
0,RACE 5 (269),Class 4 - 1200M - (60-40),HO SHEUNG HEUNG HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A+3"" Course",(23.93),(46.50),(1:10.08),23.93,22.57,23.58
0,RACE 6 (270),Class 4 - 1800M - (60-40),KWU TUNG HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A+3"" Course",(14.12),(37.36),(1:01.42),14.12,23.24,24.06
0,RACE 7 (271),Class 3 - 1200M - (80-60),THE PEARCE MEMORIAL CHALLENGE CUP (HANDICAP),"HK$ 1,450,000",GOOD,"TURF - ""A+3"" Course",(23.67),(46.28),(1:09.39),23.67,22.61,23.11
0,RACE 8 (272),Class 3 - 1000M - (80-60),LONG VALLEY HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A+3"" Course",(13.14),(33.47),(56.55),13.14,20.33,23.08
0,RACE 9 (273),Class 2 - 2000M - (105-80),BEAS RIVER HANDICAP,"HK$ 2,100,000",GOOD,"TURF - ""A+3"" Course",(25.62),(49.05),(1:13.60),25.62,23.43,24.55
0,RACE 10 (274),Class 3 - 1400M - (80-60),YIN KONG HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A+3"" Course",(13.68),(36.05),(59.58),13.68,22.37,23.53
0,RACE 1 (256),Class 5 - 1650M - (40-0),NEPTUNE HANDICAP,"HK$ 725,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(28.19),(51.76),(1:16.28),28.19,23.57,24.52
0,RACE 2 (257),Class 4 - 1000M - (60-40),JUPITER HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(12.56),(34.54),(57.10),12.56,21.98,22.56
0,RACE 3 (258),Class 4 - 1650M - (60-40),URANUS HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(27.61),(52.10),(1:15.84),27.61,24.49,23.74
0,RACE 4 (259),Class 3 - 1200M - (80-60),VENUS HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(24.04),(46.91),(1:09.94),24.04,22.87,23.03
0,RACE 5 (260),Class 3 - 1200M - (80-60),VENUS HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.46),(46.16),(1:09.77),23.46,22.70,23.61
0,RACE 6 (261),Class 4 - 1200M - (60-40),SATURN HANDICAP,"HK$ 967,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.77),(46.41),(1:09.64),23.77,22.64,23.23
0,RACE 7 (262),Class 3 - 1650M - (80-60),MARS HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(28.38),(51.55),(1:16.00),28.38,23.17,24.45
0,RACE 8 (263),Class 3 - 1200M - (80-60),VENUS HANDICAP,"HK$ 1,450,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(23.62),(46.35),(1:08.75),23.62,22.73,22.40
0,RACE 9 (264),Class 2 - 1200M - (100-80),MERCURY HANDICAP,"HK$ 2,100,000",GOOD TO FIRM,"TURF - ""C+3"" Course",(22.98),(45.55),(1:08.64),22.98,22.57,23.09
0,RACE 1 (246),Class 4 - 1000M - (60-40),LUKFOOK JEWELLERY STELLAR & STELLAR COLLECTION HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C+3"" Course",(13.26),(33.81),(56.39),13.26,20.55,22.58
0,RACE 2 (247),Class 5 - 1400M - (40-0),LUKFOOK JEWELLERY WEDDING COLLECTION HANDICAP,"HK$ 725,000",GOOD,"TURF - ""C+3"" Course",(13.53),(35.11),(58.76),13.53,21.58,23.65
0,RACE 3 (248),Class 4 - 1200M - (60-40),LUKFOOK JEWELLERY LOVE IS BEAUTY COLLECTION HANDICAP,"HK$ 967,000",GOOD,ALL WEATHER TRACK,(23.56),(45.62),(1:09.38),23.56,22.06,23.76
0,RACE 4 (249),Class 5 - 1800M - (40-0),LUKFOOK JEWELLERY ANTIQUE GOLD COLLECTION HANDICAP,"HK$ 725,000",GOOD,"TURF - ""C+3"" Course",(13.84),(36.27),(1:01.00),13.84,22.43,24.73
0,RACE 5 (250),Class 4 - 1400M - (60-40),LUKFOOK JEWELLERY GOLDSTYLE HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C+3"" Course",(13.84),(35.95),(58.88),13.84,22.11,22.93
0,RACE 6 (251),Class 4 - 1600M - (60-40),LUKFOOK JEWELLERY DEAR Q HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C+3"" Course",(24.52),(46.88),(1:10.70),24.52,22.36,23.82
0,RACE 7 (252),Class 3 - 1200M - (80-60),LUKFOOK JEWELLERY LOVE FOREVER COLLECTION HANDICAP,"HK$ 1,450,000",GOOD,ALL WEATHER TRACK,(23.81),(45.95),(1:09.08),23.81,22.14,23.13
0,RACE 8 (253),Class 2 - 1400M - (105-80),THE LUKFOOK JEWELLERY CUP (HANDICAP),"HK$ 2,100,000",GOOD,"TURF - ""C+3"" Course",(13.51),(34.77),(57.47),13.51,21.26,22.70
0,RACE 9 (254),Class 3 - 1200M - (80-60),LUKFOOK JEWELLERY PT COLLECTION HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C+3"" Course",(23.79),(46.27),(1:08.63),23.79,22.48,22.36
0,RACE 10 (255),Class 3 - 1600M - (80-60),LUKFOOK JEWELLERY HUGGING FAMILY COLLECTION HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C+3"" Course",(24.65),(48.00),(1:11.70),24.65,23.35,23.70
0,RACE 1 (237),Class 5 - 1000M - (40-0),FRIGATEBIRD HANDICAP,"HK$ 725,000",GOOD,"TURF - ""C"" Course",(12.87),(34.54),(57.34),12.87,21.67,22.80
0,RACE 1 (237),Class 5 - 1000M - (40-0),FRIGATEBIRD HANDICAP,"HK$ 725,000",GOOD,"TURF - ""C"" Course",(12.87),(34.54),(57.34),12.87,21.67,22.80
0,RACE 1 (237),Class 5 - 1000M - (40-0),FRIGATEBIRD HANDICAP,"HK$ 725,000",GOOD,"TURF - ""C"" Course",(12.87),(34.54),(57.34),12.87,21.67,22.80
0,RACE 4 (240),Class 4 - 1800M - (60-40),MESIA HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(13.63),(37.81),(1:03.25),13.63,24.18,25.44
0,RACE 4 (240),Class 4 - 1800M - (60-40),MESIA HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(13.63),(37.81),(1:03.25),13.63,24.18,25.44
0,RACE 4 (240),Class 4 - 1800M - (60-40),MESIA HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(13.63),(37.81),(1:03.25),13.63,24.18,25.44
0,RACE 4 (240),Class 4 - 1800M - (60-40),MESIA HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C"" Course",(13.63),(37.81),(1:03.25),13.63,24.18,25.44
0,RACE 8 (244),Class 3 - 1000M - (80-60),SAND MARTIN HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C"" Course",(12.68),(34.04),(56.83),12.68,21.36,22.79
0,RACE 9 (245),Class 3 - 1200M - (80-60),SEA EAGLE HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""C"" Course",(23.81),(46.98),(1:09.91),23.81,23.17,22.93
0,RACE 1 (227),Class 4 - 1400M - (60-40),JIM AND TONIC HANDICAP,"HK$ 967,000",GOOD,"TURF - ""A"" Course",(13.29),(34.49),(58.11),13.29,21.20,23.62
0,RACE 2 (228),Class 3 - 1800M - (80-55),FANTASTIC LIGHT HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(14.09),(36.55),(1:00.76),14.09,22.46,24.21
0,RACE 3 (229),Class 3 - 1200M - (80-60),ABLE FRIEND HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(23.48),(46.18),(1:09.02),23.48,22.70,22.84
0,RACE 4 (230),Group One - 2400M,THE LONGINES HONG KONG VASE,"HK$ 20,000,000",GOOD,"TURF - ""A"" Course",(24.87),(47.93),(1:13.02),24.87,23.06,25.09
0,RACE 5 (231),Group One - 1200M,THE LONGINES HONG KONG SPRINT,"HK$ 20,000,000",GOOD,"TURF - ""A"" Course",(23.71),(45.57),(1:08.12),23.71,21.86,22.55
0,RACE 6 (232),Class 3 - 1400M - (80-60),HIGHLAND REEL HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""A"" Course",(13.42),(34.50),(57.45),13.42,21.08,22.95
0,RACE 7 (233),Group One - 1600M,THE LONGINES HONG KONG MILE,"HK$ 25,000,000",GOOD,"TURF - ""A"" Course",(25.13),(48.00),(1:10.79),25.13,22.87,22.79
0,RACE 8 (234),Group One - 2000M,THE LONGINES HONG KONG CUP,"HK$ 28,000,000",GOOD,"TURF - ""A"" Course",(26.04),(50.02),(1:14.00),26.04,23.98,23.98
0,RACE 9 (235),Class 2 - 1200M - (105-80),LORD KANALOA HANDICAP,"HK$ 2,100,000",GOOD,"TURF - ""A"" Course",(23.82),(46.41),(1:09.00),23.82,22.59,22.59
0,RACE 10 (236),Class 2 - 1600M - (100-80),EISHIN PRESTON HANDICAP,"HK$ 2,100,000",GOOD,"TURF - ""A"" Course",(24.40),(46.60),(1:10.72),24.40,22.20,24.12
0,RACE 1 (218),Class 5 - 1200M - (40-0),JAPAN HANDICAP,"HK$ 725,000",GOOD,"TURF - ""B"" Course",(23.56),(46.18),(1:10.00),23.56,22.62,23.82
0,RACE 2 (219),Class 5 - 1650M - (40-0),UNITED KINGDOM HANDICAP,"HK$ 725,000",GOOD,"TURF - ""B"" Course",(28.02),(51.87),(1:15.68),28.02,23.85,23.81
0,RACE 3 (220),Class 4 - 1200M - (60-40),FRANCE HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(23.76),(46.32),(1:10.13),23.76,22.56,23.81
0,RACE 4 (221),Class 4 - 1000M - (60-40),LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 1ST LEG,"HK$ 1,160,400",GOOD,"TURF - ""B"" Course",(12.73),(33.84),(57.10),12.73,21.11,23.26
0,RACE 5 (222),Class 4 - 1650M - (60-40),LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 2ND LEG,"HK$ 1,160,400",GOOD,"TURF - ""B"" Course",(28.50),(52.84),(1:17.04),28.50,24.34,24.20
0,RACE 6 (223),Class 4 - 1650M - (60-40),ITALY HANDICAP,"HK$ 967,000",GOOD,"TURF - ""B"" Course",(28.27),(52.47),(1:16.49),28.27,24.20,24.02
0,RACE 7 (224),Class 3 - 1650M - (80-60),LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 3RD LEG,"HK$ 1,740,000",GOOD,"TURF - ""B"" Course",(27.93),(51.19),(1:15.71),27.93,23.26,24.52
0,RACE 8 (225),Class 2 - 1800M - (100-80),LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 4TH LEG,"HK$ 2,520,000",GOOD,"TURF - ""B"" Course",(13.88),(37.20),(1:01.37),13.88,23.32,24.17
0,RACE 9 (226),Class 3 - 1200M - (80-60),AUSTRALIA HANDICAP,"HK$ 1,450,000",GOOD,"TURF - ""B"" Course",(23.68),(46.66),(1:09.63),23.68,22.98,22.97
0,RACE 1 (208),Class 4 (Restricted) - 1400M - (60-40),ASHLEY HANDICAP,"HK$ 967,000",GOOD,"TURF - ""C+3"" Course",(13.54),(35.24),(58.86),13.54,21.70,23.62
0,RACE 2 (209),Class 5 - 1650M - (40-0),CAMERON HANDICAP,"HK$ 725,000",GOOD,ALL WEATHER TRACK,(28.69),(52.09),(1:15.57),28.69,23.40,23.48
